query;0;1
C1;24540.2;24162.8
C2;62434.8;62546.2
F1;2595.4;2577.8
F2;3420.2;3365.6
F3;3505;3440.4
F4;5967.2;5997.8
F5;823.6;742.2
L1;170.6;143
L2;4704.6;4703.2
L3;70.4;62.2
L4;1338.2;1346.8
L5;5366;5441.2
S1;1459.6;1510.2
S2;1925.8;1884.4
S3;7104.6;7227.2
S4;5024.4;5051.8
S5;7656.8;7696.8
S6;1135.8;1116
S7;5.6;5.6
